username,country,score,date_written,positive,negative,tags,hotel
Cristina,España,8.0,Escrito en 7 de diciembre de 2023,"El alojamiento es como en las fotos, muy nuevo y limpio.","Hubo problemas con el agua caliente sábado y domingo. Habíamos alargado la hora del check out hasta las 14h pero no nos pudimos duchar. Llamamos y no lo solucionaron, tampoco nos descontaron lo que habíamos pagado de más siendo que los servicios del apartamento no iban bien.","['•Viaje de ocio', '•Grupo', '•Apartamento de 2 dormitorios', '•Estancia de 2 noches', '•Enviado por móvil']",Vitoria
Lara,España,8.0,Escrito en 7 de diciembre de 2023,"El apto esta muy bien ubicado, a escasos metros de la catedral. Para aparcar muy bien, a escasos metros en zona blanca. El apto es minimalista y moderno, con todo lo necesario. Entrada sin contacto, muy bien.","Tienes que pagar 15euros/dia por mascota para que te dejen snacks... Es cierto que debes avisar esto con 24h de antelación, y no lo hicimos, pero no nos dejaron nada en los dias que estuvimos.","['•Viaje de ocio', '•Pareja', '•Apartamento Estudio', '•Estancia de 5 noches']",Vitoria
Raquel,España,10.0,Escrito en 6 de diciembre de 2023,"El apartamento es muy cómodo y moderno. Tiene todo lo necesario. Entrada muy práctica con código tanto para portal como garaje. Todo muy limpio. Cama cómoda, salvo las almohadas que eran muy bajas.No se escuchaba ningún ruído del exterior.La ubicación estupenda, a 10 min caminando del centro y con muchos servicios alrededor. Íbamos con una mascota y no tuvimos ningún problema. Te ponen comedero, bebedero y una mini cama, se agradece","La única pega es q pedimos una cuna para nuestro bebé y el colchón de la misma estaba muy encorvado y era muy fino, con lo cual tuvimos que meterla en la cama con nosotros porque ahí no podía descansar","['•Con una mascota', '•Viaje de ocio', '•Familia con niños pequeños', '•Apartamento de 1 dormitorio', '•Estancia de 2 noches', '•Enviado por móvil']",Vitoria
Angel,España,9.0,Escrito en 5 de diciembre de 2023,Muy bien equipado,,"['•Viaje de ocio', '•Pareja', '•Apartamento Estudio', '•Estancia de 1 noche', '•Enviado por móvil']",Vitoria
José,España,9.0,Escrito en 5 de diciembre de 2023,La situación. Aparcamiento en el mismo edificio. Limpieza. Que haya recepción. Es parecido a un hotel. El precio.,El check in virtual. Pero se palia con una persona en recepción.,"['•Viaje de ocio', '•Familia con niños pequeños', '•Apartamento de 1 dormitorio', '•Estancia de 2 noches', '•Enviado por móvil']",Vitoria
Angel,España,9.0,Escrito en 4 de diciembre de 2023,Los apartamentos están muy bien equipados,El desagüe del lavamanos del baño,"['•Viaje de ocio', '•Pareja', '•Apartamento Estudio', '•Estancia de 1 noche', '•Enviado por móvil']",Vitoria
Mikel,España,7.0,Escrito en 26 de noviembre de 2023,"Alojamiento muy bien situado, con facilidades para el aparcamiento y grupos con mascota. Cama comodísima.",Una ducha sin mampara acaba resultando incómoda.,"['•Pareja', '•Apartamento Estudio', '•Estancia de 2 noches', '•Enviado por móvil']",Vitoria
Ana,España,9.0,Escrito en 11 de octubre de 2023,"Amplitud maravillosa, todo al detalle, precioso, comodo, me ha encantado 😍",,"['•Viaje de ocio', '•Familia con niños pequeños', '•Apartamento Estudio', '•Estancia de 1 noche', '•Enviado por móvil']",Vitoria
Andy,España,9.0,Escrito en 11 de octubre de 2023,EXCELENTE,,"['•Familia con niños pequeños', '•Apartamento de 1 dormitorio', '•Estancia de 2 noches', '•Enviado por móvil']",Vitoria
Almudena,España,7.0,Escrito en 10 de octubre de 2023,Apartamento amplio y con todas las comodidades. Buena ubicación.,La falta de recepción y no poder contactar con nadie en persona. Tampoco el check out tan temprano. Difícil abrir el sofá cama.,"['•Viaje de ocio', '•Familia con niños pequeños', '•Apartamento de 1 dormitorio', '•Estancia de 2 noches', '•Enviado por móvil']",Vitoria
Montserrat,España,10.0,Escrito en 10 de octubre de 2023,La ubicación y la facilidad de acceder,El sofá cama un poco incómodo y con algo de movilidad. Pero cálidad precio super bien,"['•Viaje de ocio', '•Familia con niños pequeños', '•Apartamento de 1 dormitorio', '•Estancia de 3 noches', '•Enviado por móvil']",Vitoria
Andrea,España,10.0,Escrito en 10 de octubre de 2023,La habitación estaba super nueva y muy limpio.,Nada,"['•Viaje de ocio', '•Familia con niños pequeños', '•Apartamento de 1 dormitorio', '•Estancia de 3 noches', '•Enviado por móvil']",Vitoria
Paula,España,8.0,Escrito en 9 de octubre de 2023,Localizacion-limpieza- organizacion,"El sofa cama era un poco incomodo
Nos toco un apartamento que daba a un patio interior y no pudimos abrir las ventanas","['•Viaje de ocio', '•Familia con niños pequeños', '•Apartamento de 1 dormitorio', '•Estancia de 4 noches', '•Enviado por móvil']",Vitoria
Maria,España,9.0,Escrito en 9 de octubre de 2023,"La tranquilidad
La limpieza
Ubicación",Era más pequeño de lo que parecía en las fotos,"['•Viaje de ocio', '•Pareja', '•Apartamento Estudio', '•Estancia de 5 noches', '•Enviado por móvil']",Vitoria
Eva,España,7.0,Escrito en 9 de octubre de 2023,"El apartamento está nuevo, muy bien equipado y céntrico.","No te dejan entran hasta las 15 h y a pesar de solicitar entrada temprana que había que pagar, no me lo solucionaron. Tampoco tiene sitio para guardar las maletas","['•Viaje de ocio', '•Familia con niños pequeños', '•Apartamento de 1 dormitorio', '•Estancia de 1 noche', '•Enviado por móvil']",Vitoria
Maria,España,8.0,Escrito en 8 de octubre de 2023,"La ubicación, las instalaciones, la comodidad de la cama.","El Chromecast del televisor no funcionaba correctamente (se cortaba la trasmisión todo el rato). El baño era para minusválidos, lo que resultó incómodo porque cada vez que nos duchábamos se quedaba todo mojado. Tambien nos hubiese gustado que nos indicaran antes la planta del apartamento (nos tocó en la 6).","['•Viaje de ocio', '•Pareja', '•Apartamento Estudio', '•Estancia de 3 noches', '•Enviado por móvil']",Vitoria
Maria,España,9.0,Escrito en 7 de octubre de 2023,La ubicación,Nada,"['•Viaje de ocio', '•Familia con niños pequeños', '•Apartamento de 1 dormitorio', '•Estancia de 1 noche', '•Enviado por móvil']",Vitoria
Janire,España,10.0,Escrito en 7 de octubre de 2023,La seguridad y facilidad para hacer el check in y check out. La limpieza y buen estado de las instalaciones.,"Check out a las 11:00 horas, demasiado rápido.","['•Viaje de ocio', '•Grupo de amigos', '•Apartamento de 2 dormitorios', '•Estancia de 1 noche', '•Enviado por móvil']",Vitoria
Maria,Argentina,10.0,Escrito en 7 de octubre de 2023,Muy equipado,,"['•Viaje de ocio', '•Grupo', '•Apartamento de 1 dormitorio', '•Estancia de 2 noches', '•Enviado por móvil']",Vitoria
Sara,España,9.0,Escrito en 6 de octubre de 2023,"en general muy bien, muy espacioso y cómodo",se escuchaba mucho a los de las habitaciones cercanas,"['•Viaje de ocio', '•Familia con niños pequeños', '•Apartamento de 1 dormitorio', '•Estancia de 2 noches', '•Enviado por móvil']",Vitoria
Oscar,México,9.0,Escrito en 4 de octubre de 2023,La amplitud y servicios del hotel. La ubicación. La relación calidad/precio. La ciudad (Vitoria) muy verde.,,"['•Viaje de ocio', '•Familia con niños pequeños', '•Apartamento de 1 dormitorio', '•Estancia de 4 noches', '•Enviado por móvil']",Vitoria
Esther,España,8.0,Escrito en 4 de octubre de 2023,La comodidad y ubicación del apartamento.,No funcionaba el aire acondicionado y uno de los días hizo mucho calor.,"['•Viaje de ocio', '•Familia con niños pequeños', '•Apartamento Ático', '•Estancia de 2 noches', '•Enviado por móvil']",Vitoria
Alberto,España,8.0,Escrito en 4 de octubre de 2023,Las instalaciones,El sofá cama no era cómodo,"['•Viaje de ocio', '•Grupo de amigos', '•Apartamento de 1 dormitorio', '•Estancia de 3 noches', '•Enviado por móvil']",Vitoria
Maria,España,7.0,Escrito en 3 de octubre de 2023,,No tener recepción y no estar claro la forma de entrar a los apartamentos. Perdiendo tiempo en conseguirlo.,"['•Viaje de ocio', '•Familia con niños pequeños', '•Apartamento Estudio', '•Estancia de 1 noche', '•Enviado por móvil']",Vitoria
Amalia,España,9.0,Escrito en 3 de octubre de 2023,Bien equipado con menaje de cocina y muy limpio,El sofá cama era incómodo,"['•Viaje de ocio', '•Grupo', '•Apartamento de 1 dormitorio', '•Estancia de 4 noches', '•Enviado por móvil']",Vitoria
Javier,España,9.0,Escrito en 2 de octubre de 2023,"Ubicación, limpieza","No nos termino de encajar el tema de los accesos mediante llave digital y código, ya que a veces no funcinaba","['•Viaje de ocio', '•Grupo', '•Apartamento de 1 dormitorio', '•Estancia de 2 noches', '•Enviado por móvil']",Vitoria
Natalia,España,8.0,Escrito en 30 de septiembre de 2023,Muy céntrico y a la vez tranquilo,"Eramos 4 y solo había 3 camas,. Una persona tuvo que dormir en  el sofá cama y no era muy cómodo.","['•Viaje de ocio', '•Familia con niños pequeños', '•Apartamento de 2 dormitorios', '•Estancia de 2 noches', '•Enviado por móvil']",Vitoria
Inma,España,10.0,Escrito en 28 de septiembre de 2023,Super limpio súper cómodo y tal cual la foto,,"['•Familia con niños pequeños', '•Apartamento de 1 dormitorio', '•Estancia de 1 noche', '•Enviado por móvil']",Vitoria
Julián,España,9.0,Escrito en 27 de septiembre de 2023,"Insinorizacion, menaje","Escasos productos de limpieza, en función de la estancia, ambiente muy frio","['•Viaje de ocio', '•Familia con niños pequeños', '•Apartamento de 2 dormitorios', '•Estancia de 8 noches', '•Enviado por móvil']",Vitoria
Ana,España,9.0,Escrito en 27 de septiembre de 2023,"El apartamento era muy amplio, moderno, muy limpio y cuidado. Todo al detalle. Tenía hasta Chromecast en la televisión y además estaba muy bien insonorizada. El detalle de hacer el check in online es fantástico. Volvería a repetir sin duda.","Por poner alguna pega diría que no se podía abrir la ventana normal, solo abatida y que la cama doble son dos camas juntas.","['•Viaje de ocio', '•Pareja', '•Apartamento Estudio', '•Estancia de 1 noche', '•Enviado por móvil']",Vitoria
Lucía,España,9.0,Escrito en 27 de septiembre de 2023,Todo muy nuevo y limpio y viajé con mascota y le dejaron unas cookies para él.,Camas individuales.,"['•Viaje de ocio', '•Pareja', '•Apartamento Estudio', '•Estancia de 2 noches', '•Enviado por móvil']",Vitoria
Maria,España,10.0,Escrito en 26 de septiembre de 2023,"La amplitud de la estancia, el diseño minimalista y la disposición de utensilios básicos en la cocina","La cama, quizá es algo pequeña para una pareja, en relación con el resto de la estancia","['•Viaje de ocio', '•Pareja', '•Apartamento de 1 dormitorio', '•Estancia de 3 noches']",Vitoria
Silvia,España,10.0,Escrito en 31 de agosto de 2023,"Ubicación, limpieza del apartamento , que admitan mascotas y las acojan como uno más con su camita y comedero/bebedero",Que no hubiera una persona presencial en recepción,"['•Viaje de ocio', '•Familia con niños pequeños', '•Apartamento de 1 dormitorio', '•Estancia de 2 noches', '•Enviado por móvil']",Vitoria
Juan,España,9.0,Escrito en 31 de agosto de 2023,"La habitación es espectacular, amplia y dotada con todo (lavavajillas, cocina, frigo y congelador...).
La ubicación no puede ser mejor. Alrededores con bares, pizzerías, supermercados y la catedral.","Excesiva digitalización para mi gusto. Aunque todo fue bien, escanear DNIs en una aplicaciòn no es lo mejor en un mundo con tanto ciberataque.
Es cierto que ofrece opción a que a la llegada haya un empleado.","['•Viaje de ocio', '•Familia con niños pequeños', '•Apartamento de 1 dormitorio', '•Estancia de 1 noche', '•Enviado por móvil']",Vitoria
Ana,España,10.0,Escrito en 30 de agosto de 2023,"Cómodo, céntrico, bien equipado y moderno.",El parking es pequeño para furgoneta,"['•Viaje de ocio', '•Familia con niños pequeños', '•Apartamento Estudio', '•Estancia de 1 noche', '•Enviado por móvil']",Vitoria
Marta,Alemania,7.0,Escrito en 30 de agosto de 2023,"Buena relación calidad-precio. Céntrico. Da a una avenida grande y pasan bastantes coches, si es verano por la noche mejor ventana cerrada (hay aire acondicionado si se quiere).","El sofá-cama, el colchón era ridículo, muy incómodo. Las camas bien.","['•Viaje de ocio', '•Familia con niños pequeños', '•Apartamento de 1 dormitorio', '•Estancia de 1 noche']",Vitoria
Inma,España,8.0,Escrito en 30 de agosto de 2023,"Está súper bien ubicado, limpio y moderno. Tuvimos un percance con la cama y tanto la recepcionista como el chico que subió nos atendieron genial.",El sofá cama es horriblemente incómodo y es bastante difícil de montar. Deberían poner unas instrucciones.,"['•Viaje de ocio', '•Grupo', '•Apartamento de 2 dormitorios', '•Estancia de 1 noche', '•Enviado por móvil']",Vitoria
Josep,España,8.0,Escrito en 29 de agosto de 2023,,2 ascensores para un  edificio de 9 plantas y un poco lentos,"['•Viaje de ocio', '•Familia con niños pequeños', '•Apartamento de 1 dormitorio', '•Estancia de 1 noche', '•Enviado por móvil']",Vitoria
Ascensión,España,10.0,Escrito en 29 de agosto de 2023,Nos gustó mucho la ubicación. Está a un paseo del centro. El apartamento es muy acogedor y cómodo. Lástima que sólo estuviésemos una noche.,Me cuesta un poco hacerme a la tecnología... Me resulta más cómodo que haya recepcionista presencial.,"['•Viaje de ocio', '•Familia con niños pequeños', '•Apartamento de 1 dormitorio', '•Estancia de 1 noche', '•Enviado por móvil']",Vitoria
Inmaculada,España,10.0,Escrito en 28 de agosto de 2023,"El diseño del interior, las instalaciones, la limpieza...",Nada.,"['•Viaje de ocio', '•Familia con niños pequeños', '•Apartamento de 1 dormitorio', '•Estancia de 1 noche', '•Enviado por móvil']",Vitoria
Raul,España,8.0,Escrito en 28 de agosto de 2023,La cama de matrimonio era muy cómoda. Estaba limpio,"La taza del inodoro estaba un poco desajustada.
El sofá cama era un poco incómodo","['•Viaje de ocio', '•Familia con niños pequeños', '•Apartamento Estudio', '•Estancia de 1 noche', '•Enviado por móvil']",Vitoria
Eliyah,España,9.0,Escrito en 27 de agosto de 2023,Todo excelente organización.  Muy pulcro y ordenado.  La tecnología se impone y al principio un poco perdida pero vas comprendiendo y siempre hay alguien en el tlf que te orienta en todo.,Todo ha estado muy bien . Ubicación Excelente! Pulcritud,"['•Familia con niños pequeños', '•Apartamento de 2 dormitorios', '•Estancia de 1 noche', '•Enviado por móvil']",Vitoria
Judit,España,8.0,Escrito en 27 de agosto de 2023,"Buena ubicación y alojamiento limpio y cómodo.
La alfombrilla con comedero y bebedero para perros.",Reservamos cama doble y nos dieron apartamento con dos camas individuales juntas.,"['•Viaje de ocio', '•Pareja', '•Apartamento Estudio', '•Estancia de 3 noches', '•Enviado por móvil']",Vitoria
Rosinag,España,8.0,Escrito en 27 de agosto de 2023,"Apartamentos totalmente automatizados, sin recepción, entras con código. Son modernos y están muy limpios. En concreto nuestro estudio era un poco pequeño porque viajábamos con perro grande y se nos quedó justo, pero para los pocos días que estuvimos, bien. Baño amplio y cocina con todo el menaje. Ubicación muy buena en una avenida tranquila pero a escasos 7min andando del centro.","Nos faltó que hubiera algo básico para cocinar como aceite,  lavavajillas o incluso cápsulas de café ya que había cafetera. Si para dos días tengo que comprarlo todo no resulta cómodo ni práctico.","['•Viaje de ocio', '•Familia con niños pequeños', '•Apartamento Estudio', '•Estancia de 2 noches', '•Enviado por móvil']",Vitoria
Natalia,España,10.0,Escrito en 27 de agosto de 2023,Me ha gustado la disposición del apartamento y el buen gusto con el que esta decorado.,"El sofa cama del comedor no es muy comodo ni confortable como cama, si que lo es como sofà.","['•Viaje de ocio', '•Familia con niños pequeños', '•Apartamento de 1 dormitorio', '•Estancia de 4 noches', '•Enviado por móvil']",Vitoria
Rolán,España,10.0,Escrito en 27 de agosto de 2023,La ubicación y la amplitud de la estancia. Además de ser virtual atendieron rápidamente cada vez que lo necesitamos.,"El colchón de la habitación era de muelles,algo quizás anticuado y por debajo de la calidad del apartamento.","['•Viaje de ocio', '•Familia con niños pequeños', '•Apartamento de 1 dormitorio', '•Estancia de 3 noches', '•Enviado por móvil']",Vitoria
Nadia,España,8.0,Escrito en 26 de agosto de 2023,Ubicación y es un apartamento muy práctico.,No es un apartahotel. El servicio de limpieza es a partir de una semana de estancia.,"['•Viaje de ocio', '•Familia con niños pequeños', '•Apartamento de 1 dormitorio', '•Estancia de 4 noches', '•Enviado por móvil']",Vitoria
Ester,España,10.0,Escrito en 26 de agosto de 2023,Limpieza,Faltaban productos de limpieza como jabón platos lavadora,"['•Viaje de ocio', '•Familia con niños pequeños', '•Apartamento de 1 dormitorio', '•Estancia de 4 noches', '•Enviado por móvil']",Vitoria
Maria,España,9.0,Escrito en 26 de agosto de 2023,"Diseño, espacio, ubicación",El precio,"['•Viaje de ocio', '•Familia con niños pequeños', '•Apartamento con terraza', '•Estancia de 5 noches', '•Enviado por móvil']",Vitoria
Joan,España,9.0,Escrito en 26 de agosto de 2023,"El apartamento se ve nuevo y en muy buenas condiciones. Bastante amplio para cuatro personas (dos adultos y dos niños).
Todo muy limpio y camas muy confortables.
Baño muy amplio y cocina completa y moderna.
A 5 minutos del centro histórico.",No hay parquing gratuito.,"['•Viaje de ocio', '•Familia con niños pequeños', '•Apartamento de 1 dormitorio', '•Estancia de 1 noche', '•Enviado por móvil']",Vitoria
Jose,España,10.0,Escrito en 26 de agosto de 2023,"Estaba impecable! Limpísimo, moderno, muy buen decorado, completamente equipado incluso con secadora, dejaban hasta kit de limpieza, el parking muy amplio y cómodo. 
La ubicación, excelente en todos los aspectos",,"['•Viaje de ocio', '•Familia con niños pequeños', '•Apartamento de 1 dormitorio', '•Estancia de 1 noche', '•Enviado por móvil']",Vitoria
Laura,España,8.0,Escrito en 26 de agosto de 2023,"Habitación amplia, camas cómodas y cerca del centro.","Que te dejen entrar en tu habitación antes de las 15h sólo si pagas un suplemento, sino no (la hora de entrada se fija para que al personal de la limpieza le dé tiempo a limpiar lo del anterior cliente, no para hacer negocio) y que al no haber personal físico, no hay una consigna para guardar tus maletas al menos.","['•Viaje de ocio', '•Familia con niños pequeños', '•Apartamento de 1 dormitorio', '•Estancia de 1 noche', '•Enviado por móvil']",Vitoria
Carmen,España,9.0,Escrito en 26 de agosto de 2023,No Aplicable.,"La presión del agua, sobretodo en la ducha.","['•Viaje de ocio', '•Familia con niños pequeños', '•Apartamento de 1 dormitorio', '•Estancia de 1 noche', '•Enviado por móvil']",Vitoria
Ana,España,8.0,Escrito en 25 de agosto de 2023,Comodidad.,No vi ningún responsable en ningún momento.,"['•Pareja', '•Apartamento de 1 dormitorio', '•Estancia de 2 noches', '•Enviado por móvil']",Vitoria
Mt,Países Bajos,10.0,Escrito en 24 de agosto de 2023,Todo estupendo,El sofá cama era un poco incómodo. Es la única pega que podría poner al alojamiento.,"['•Viaje de ocio', '•Familia con niños pequeños', '•Apartamento de 1 dormitorio', '•Estancia de 7 noches', '•Enviado por móvil']",Vitoria
Gustavo,España,8.0,Escrito en 24 de agosto de 2023,"Moderno, sin contacto, en orden y con todo funcionando correctamente",El parking es adicional,"['•Viaje de ocio', '•Familia con niños pequeños', '•Apartamento de 1 dormitorio', '•Estancia de 2 noches', '•Enviado por móvil']",Vitoria
Domingo,España,9.0,Escrito en 24 de agosto de 2023,La ubicación céntrica del hotel y la distribución del apartamento.,Que faltaban tazas de café y que las ventanas no se pudieran abrir un poco más.,"['•Viaje de ocio', '•Familia con niños pequeños', '•Apartamento de 1 dormitorio', '•Estancia de 22 noches', '•Enviado por móvil']",Vitoria
Ylenia,España,8.0,Escrito en 8 de agosto de 2023,"Esta muy bien localizado, hay zona de aparcamiento gratuito por los alrededores. Es muy nuevo, esta muy bien equipado y las camas son muy comodas.","Lo unico que almenos en el que estuve yo la costernq iba muy dura, tenias que hacer mucha fuerza para tirar de ella","['•Viaje de ocio', '•Grupo', '•Apartamento de 1 dormitorio', '•Estancia de 3 noches', '•Enviado por móvil']",Vitoria
Maria,España,10.0,Escrito en 7 de agosto de 2023,La situación y la cama,El holor a humedad del baño,"['•Viaje de ocio', '•Familia con niños pequeños', '•Apartamento Estudio', '•Estancia de 1 noche', '•Enviado por móvil']",Vitoria
Esperanza,España,10.0,Escrito en 7 de agosto de 2023,"La ubicación, la comodidad de las camas y la limpieza",Me pareció muy práctico.No encontramos ninguna cosa mejorable,"['•Viaje de ocio', '•Familia con niños pequeños', '•Apartamento de 2 dormitorios', '•Estancia de 4 noches', '•Enviado por móvil']",Vitoria
Cristina,España,7.0,Escrito en 7 de agosto de 2023,Que tengan un kit de bienvenida con el pago de la tarifa de mascota. Hay una máquina con cosas que puedes necesitar en la recepción pero hay supermercado  cerca. La ubicación es muy buena,Qué las fotos confunden y parece que haces una reserva con habitación con terraza y luego no es así y la habitación no tenía ninguna vista. No me gusta que no haya recepción es muy impersonal.  Cuando hice la reserva no ponía que había que pagar por la mascota,"['•Viaje de ocio', '•Familia con niños pequeños', '•Apartamento de 1 dormitorio', '•Estancia de 1 noche', '•Enviado por móvil']",Vitoria
Maria,España,10.0,Escrito en 7 de agosto de 2023,Apartamento muy cuidado,"Que no haya nadie en recepción, tendría q haber alguien al menos de 3 a 5. Aunque nosotros no tuvimos problema para entrar","['•Viaje de ocio', '•Familia con niños pequeños', '•Apartamento de 1 dormitorio', '•Estancia de 1 noche', '•Enviado por móvil']",Vitoria
Raúl,España,9.0,Escrito en 6 de agosto de 2023,"Ubicación excepcional, edificio moderno y apartamento limpio y equipado",Espacio un poco justo para 4 adultos y cama del sofá cama un poco incómoda,"['•Viaje de ocio', '•Grupo de amigos', '•Apartamento de 1 dormitorio', '•Estancia de 2 noches', '•Enviado por móvil']",Vitoria
Marta,España,8.0,Escrito en 6 de agosto de 2023,"El apartamento está muy bien ubicado, zona bastante céntrica. Está limpio y bien decorado. Tiene el menaje necesario y en muy buen estado. Las camas son cómodas.","La ducha no funcionaba correctamente. Muy difícil regular la temperatura y la presión. A parte tenía una zona rota, y salpicaba de manera continua al techo y al suelo.","['•Viaje de ocio', '•Familia con niños pequeños', '•Apartamento de 1 dormitorio', '•Estancia de 3 noches', '•Enviado por móvil']",Vitoria
Manuel,España,8.0,Escrito en 6 de agosto de 2023,"La ubicación es muy céntrica, ideal para moverse por la ciudad. Buena zona para comer. Las habitaciones amplias.","El desayuno es un pack que dejan en el apartamento. Contiene un batiburrillo de cosas, algunas con poco sentido: colines que no se pueden acompañar con nada; mermelada sin mantequilla para el bollo; cápsula de café y leche, sin otra alternativa de bebida caliente. No creo que se pueda considerar que tiene el desayuno incluido. Es solo para resolver un apuro.","['•Viaje de ocio', '•Familia con niños pequeños', '•Apartamento de 1 dormitorio', '•Estancia de 2 noches', '•Enviado por móvil']",Vitoria
Laura,España,8.0,Escrito en 6 de agosto de 2023,"Que está todo muy limpio. Hay lavadora -secadora, cafetera de cápsulas y es muy amplio.","Que no haya nadie en recepción y tengas que llamar a un número en el que te sale primero un contestador y al cabo de unos minutos te ponen con una centralita a la que le expones lo q te pasa/falta/dudas etc. Éramos tres y nos pusieron un juego de toallas y hasta que nos subieron los otros dos juegos tardaron muchisimo, tanto q decidimos salir a ver Vitoria sin ducharnos dos. Pero lo entiendo, pq la única chica q había, tenía una lista de quehaceres interminable. 
Poca comunicación con la centralita y el complejo:
Ejemplos: 
1-hicimos late check out y a las 11:04 ya vinieron a hacer la habitación y en esta situacion la trabajadora se tuvo q creer q aún no salíamos, pero a ella no la habían avisado.
2-  ídem al salir del parquing. No pudimos abrir la puerta pq no constaba q habíamos hecho late check out. Con lo cual, tienes q llamar al contestador y cruzar los dedos para q te lo cojan pronto...
El desayuno no vale la pena. Si te entra en la tarifa, perfecto pero si no, es mejor no añadirlo.","['•Viaje de ocio', '•Familia con niños pequeños', '•Apartamento de 1 dormitorio', '•Estancia de 1 noche', '•Enviado por móvil']",Vitoria
Roser,España,10.0,Escrito en 5 de agosto de 2023,"El apartamento era muy chulo! Muy acogedor, y bien equipado. Estuvimos muy cómodos!","El edredón que se ponía en el sofá cama estaba algo sucio y un poco roto, pero como tampoco hacía mucho frío no hizo falta ponerlo... lo demás todo bien!","['•Viaje de ocio', '•Familia con niños pequeños', '•Apartamento de 1 dormitorio', '•Estancia de 1 noche', '•Enviado por móvil']",Vitoria
Constanza,España,10.0,Escrito en 5 de agosto de 2023,Instalaciones geniales. Tiene amplia terraza. Muy práctico hacer check-in/out online. Información detallada por mail. Se llega en 10-15’ caminando tranquilamente al centro histórico. Ideal para familias.,,"['•Viaje de ocio', '•Familia con niños pequeños', '•Apartamento Ático', '•Estancia de 1 noche', '•Enviado por móvil']",Vitoria
Luis,España,9.0,Escrito en 5 de agosto de 2023,Buena ubicación y apartamento cómodo,Sólo hay camas para 3 personas en un apartamento para 4,"['•Viaje de ocio', '•Familia con niños pequeños', '•Apartamento de 2 dormitorios', '•Estancia de 1 noche', '•Enviado por móvil']",Vitoria
Beatriz,España,10.0,Escrito en 5 de agosto de 2023,Espacioso y con buen menaje para la cocina,,"['•Viaje de ocio', '•Familia con niños pequeños', '•Apartamento de 1 dormitorio', '•Estancia de 1 noche', '•Enviado por móvil']",Vitoria
Xian,España,10.0,Escrito en 4 de agosto de 2023,"Buena ubicación, andando se llega al centro y encontrarás bares y tiendas, y el precio asequible, es un hotel que no tiene recepción, todo está controlado por códigos, las puertas se abren con códigos, pero cualquier duda o necesidad les puedes escribir o llamar y te lo solucionan, tuvimos un inconveniente con el lavabo del baño, mi marido lo soluciono pero les avisé del problema y enseguida me hicieron un descuento por la inconveniencia, fueron muy responsable y eso se valora, el piso muy bien, estábamos en el piso 8, y no se oía ruidos... tenías todo lo necesario, gel de ducha, toallas, neceser de cocina.. Tostadora, cafetera, lavavajillas, lavadora. Había parking público cerca, si tienes suerte pillaras uno... ofrecen parking y desayunos de pago, hay un supermercado abajo del edificio.",Nada,"['•Viaje de ocio', '•Familia con niños pequeños', '•Apartamento de 1 dormitorio', '•Estancia de 2 noches', '•Enviado por móvil']",Vitoria
Mjuncia,España,8.0,Escrito en 4 de agosto de 2023,"La ubicación, pues está al lado del casco histórico para poder visitarlo sin tener que desplazarse. Pudimos aparcar por la zona sin problemas. Hicimos uso de la recepción online porque nos faltaban dos almohadas y nos atendieron muy rápido. El checking y checkout fueron muy sencillos de hacer. El apartamento está muy bien equipado.","El apartamento olía mucho a tabaco, imaginamos que porque había sido ocupado previamente por fumadores y las cortinas y el sofá estaban impregnados del olor. Quizás sería bueno distinguir entre fumadores y no fumadores a la hora de seleccionar el apartamento. Le hace falta un repaso de pintura a las paredes. Había muebles en la cocina y el salón que tenían manchas de manos, seria bueno repasar la limpieza en ese sentido.","['•Viaje de ocio', '•Familia con niños pequeños', '•Apartamento de 1 dormitorio', '•Estancia de 1 noche', '•Enviado por móvil']",Vitoria
María,España,10.0,Escrito en 3 de agosto de 2023,"Todo: bonito, buena ubicación, cómodo…",Nada. Todo bien,"['•Viaje de ocio', '•Familia con niños pequeños', '•Apartamento de 1 dormitorio', '•Estancia de 3 noches', '•Enviado por móvil']",Vitoria
Maria,España,10.0,Escrito en 2 de agosto de 2023,"El apartamento estaba genial,  todo tipo de detalles,  todo muy limpio y encima aparcamos el coche en la misma puerta del hotel y no tuvimos que cogerlo durante la estancia.",Nada,"['•Viaje de ocio', '•Familia con niños pequeños', '•Apartamento de 1 dormitorio', '•Estancia de 2 noches', '•Enviado por móvil']",Vitoria
Nuria,España,10.0,Escrito en 2 de agosto de 2023,"Muy espacioso. La cocina muy bien equipada. Muy limpio. Cerca del centro.
Aparcamos sin problemas en los alrededores.
Todo online, fácil y cómodo.",,"['•Viaje de ocio', '•Familia con niños pequeños', '•Apartamento de 1 dormitorio', '•Estancia de 1 noche', '•Enviado por móvil']",Vitoria
Zulia,España,10.0,Escrito en 2 de agosto de 2023,Todo.,,"['•Viaje de ocio', '•Familia con niños pequeños', '•Apartamento de 1 dormitorio', '•Estancia de 1 noche', '•Enviado por móvil']",Vitoria
Maria,España,8.0,Escrito en 2 de agosto de 2023,"El apartamento era un ático con la terraza enorme,la cama comodísima y el sofá cama también.La ubicación bastante céntrica.
La limpieza del Interior del apartamento.","La limpieza de la terraza del ático,había mucho pelo de perro en el suelo y las esquinas estaban bastantes sucias,pero solo de la terraza,el interior estaba muy limpio","['•Familia con niños pequeños', '•Apartamento con terraza', '•Estancia de 1 noche', '•Enviado por móvil']",Vitoria
