hotel,username,country,score,date_written,positive,negative,tags
BilbaoLaVieja,Marina,España,7.0,Escrito en 30 de marzo de 2025,,"El sofá cama era MUY incomodo, y las camas no tanto pero tambien","['•Viaje de ocio', '•Grupo', '•Apartamento con terraza', '•Estancia de 2 noches', '•Enviado por móvil']"
BilbaoLaVieja,José,España,8.0,Escrito en 17 de marzo de 2025,"Es un piso funcional para hacer turismo de ciudad y la entrada es autónoma.
Habitaciones cómodas pero el sofá cama no lo recomiendo",Sofá cama no lo recomiendo.,"['•Viaje de ocio', '•Grupo de amigos', '•Apartamento de 2 dormitorios', '•Estancia de 1 noche', '•Enviado por móvil']"
BilbaoLaVieja,Esmeralda,España,9.0,Escrito en 6 de marzo de 2025,"Apartamento cómodo, camas muy cómodas. Estaba todo limpio y está ubicado muy cerca del casco viejo.",,"['•Viaje de ocio', '•Familia con niños pequeños', '•Apartamento de 2 dormitorios', '•Estancia de 1 noche', '•Enviado por móvil']"
BilbaoLaVieja,Francisco,España,9.0,Escrito en 1 de marzo de 2025,Su limpieza y comodidad.,Todo nos gustó.,"['•Viaje de ocio', '•Familia con niños pequeños', '•Apartamento de 2 dormitorios', '•Estancia de 6 noches', '•Enviado por móvil']"
BilbaoLaVieja,Jose,España,9.0,Escrito en 23 de febrero de 2025,El estado y limpieza de las instalaciones,La situacion del hotel demasiado cerca de zona algo conflictiva,"['•Viaje de ocio', '•Familia con niños pequeños', '•Apartamento con terraza', '•Estancia de 1 noche', '•Enviado por móvil']"
BilbaoLaVieja,Alejandra,España,9.0,Escrito en 22 de febrero de 2025,,Que lás habitaciones no tengan seguro y que no tienen aparcamiento,"['•Familia con niños pequeños', '•Apartamento de 2 dormitorios', '•Estancia de 1 noche', '•Enviado por móvil']"
BilbaoLaVieja,María,España,7.0,Escrito en 17 de febrero de 2025,"El estudio era agradable y estaba muy limpio, para los días que fueron cumplió las necesidades básicas que te puede ofrecer un apartamento en una ciudad centro.","La cama nos pareció un poco incómoda y echamos de menos trapos de cocina. Esto no tiene nada que ver con el apartamento como tal, pero la gente de las otras habitaciones hacía mucho ruido y costaba conciliar el sueño porque los sonidos se escuchaban a la perfección, además de los portazos cuando la gente llegaba.","['•Viaje de negocios', '•Grupo', '•Estudio', '•Estancia de 4 noches']"
BilbaoLaVieja,Maria,España,9.0,Escrito en 17 de febrero de 2025,,"Me faltó contar con una escoba y recogedor por si se rompiese algún vaso o por pura limpieza al estar varios días allí pero por el resto la estacia fue excelente, tanto por la comodidad del apartamento como por la limpieza al entrar de todo","['•Viaje de ocio', '•Pareja', '•Estudio', '•Estancia de 4 noches', '•Enviado por móvil']"
BilbaoLaVieja,Francisco,España,8.0,Escrito en 4 de febrero de 2025,La limpieza y poder acceder al apartamento de forma sencilla y antes de la hora con el early chek-in,Un poco justo de espacio y no tiene parking,"['•Viaje de ocio', '•Pareja', '•Estudio', '•Estancia de 1 noche', '•Enviado por móvil']"
BilbaoLaVieja,Carmen,España,7.0,Escrito en 3 de febrero de 2025,"Estaba muy bien la verdad, sobre todo, el espacio de las habitaciones y baños estaba muy bien.",Nos encontramos varios cubiertos sucios y escondidos por el apartamento. El mobiliario de cocina (sartenes y ollas) era bastante pequeño para cocinar seis personas.,"['•Viaje de ocio', '•Grupo', '•Apartamento de 2 dormitorios', '•Estancia de 4 noches', '•Enviado por móvil']"
ValenciaAbastos,Juanjo62,España,9.0,Escrito en 4 de diciembre de 2025,"La ubicación, la cama y la limpieza",,"['•Pareja', '•Estudio', '•Estancia de 1 noche', '•Enviado por móvil']"
ValenciaAbastos,Fuentes,España,8.0,Escrito en 4 de noviembre de 2025,Todo muy bien,Para aparcar está bastante mal y los parking cercanos son muy caros,"['•Viaje de ocio', '•Persona que viaja sola', '•Estudio', '•Estancia de 1 noche', '•Enviado por móvil']"
ValenciaAbastos,Karla,México,8.0,Escrito en 20 de octubre de 2025,La decoración,,"['•Viaje de ocio', '•Grupo', '•Apartamento de 2 dormitorios con terraza', '•Estancia de 1 noche', '•Enviado por móvil']"
ValenciaAbastos,María,España,8.0,Escrito en 9 de octubre de 2025,la ubicación me encantó,,"['•Viaje de ocio', '•Familia con niños pequeños', '•Estudio', '•Estancia de 1 noche']"
ValenciaAbastos,Genoveva,España,9.0,Escrito en 25 de septiembre de 2025,"Situación buena,cerca del centro tanto andando como en autobús.El apartamento fenomenal.","No me gusta tener que hacer todo tan impersonal(entrada y salida),solo a través de una pantalla.","['•Familia con niños pequeños', '•Estudio', '•Estancia de 1 noche', '•Enviado por móvil']"
ValenciaAbastos,Nuria,España,8.0,Escrito en 24 de septiembre de 2025,"El alojamiento está muy bien en general, cómodo, con buena ubicación. 
Esta última vez que nos hemos quedado nos dieron un kit de bienvenida con cosas básicas como estropajo, balletas  y cosas de limpieza que se agradecen, ya que cogemos un apartamento.","Había algunos bichitos, pero supongo por la estación del año. 
El sofá si está algo sucio.","['•Pareja', '•Apartamento de 1 dormitorio con terraza', '•Estancia de 2 noches', '•Enviado por móvil']"
ValenciaAbastos,Victoria,España,8.0,Escrito en 19 de septiembre de 2025,Que es pet friendly,,"['•Viaje de ocio', '•Pareja', '•Estudio', '•Estancia de 1 noche', '•Enviado por móvil']"
ValenciaAbastos,Carmen,España,8.0,Escrito en 9 de septiembre de 2025,"Salón/Cocina
Colchon",,"['•Viaje de ocio', '•Grupo de amigos', '•Apartamento de 2 dormitorios con balcón', '•Estancia de 2 noches', '•Enviado por móvil']"
ValenciaAbastos,Sol,España,7.0,Escrito en 28 de agosto de 2025,La ubicación,"El aire acondicionado estaba sucio por dentro, tenia moho, al menos por la noche pasamos hasta frio teniendo todo cerrado. 
Se escuchaba mucho el ruido de una habitación a otra
En la habitación habia varias moscas pequeñas y las mesitas de noche estaban sucias. 
Pero el resto bien","['•Viaje de ocio', '•Pareja', '•Estudio', '•Estancia de 2 noches', '•Enviado por móvil']"
ValenciaAbastos,Maria,España,9.0,Escrito en 13 de agosto de 2025,Esta muy bien situado y fue una estancia muy agradable.,,"['•Viaje de ocio', '•Familia con niños pequeños', '•Apartamento de 2 dormitorios con balcón', '•Estancia de 1 noche', '•Enviado por móvil']"
ValenciaAbastos,Ignacio,Venezuela,9.0,Escrito en 31 de julio de 2025,Estaba limpio y estaba bien equipado con respecto a lencería de cuartos y baños y equipos de cocina,El sofá cama era un poco incómodo porque se hundía.,"['•Viaje de ocio', '•Familia con niños pequeños', '•Apartamento de 2 dormitorios con terraza', '•Estancia de 1 noche', '•Enviado por móvil']"
ValenciaAbastos,Iris,España,8.0,Escrito en 20 de julio de 2025,La llegada autónoma es fácil y respondieron rápido,El sofá cama para dos personas es incómodo,"['•Viaje de ocio', '•Grupo', '•Apartamento de 2 dormitorios con terraza', '•Estancia de 1 noche', '•Enviado por móvil']"
ValenciaAbastos,Gertrudis,Italia,9.0,Escrito en 20 de julio de 2025,"La atención del personal, la limpieza y el regalo de agua, café y snack de bienvenida.No llegué a utilizar la ocina, porque la estancia fue muy corta, pero estaba muy completa y limpia. El colchón perfecto también. Hay un alquiler de bicicletas cerca. (Viajo muchísimo y llevo sin dar una puntuación tan alta desde hace siglos...).","Los alrededores: el personal de las cafeterías cercanas fue muy antipático, al final fui a comprar un refresco y desayuno al supermercado cercano. No recomiendo ir con coche, yo fui en taxi.","['•Viaje de ocio', '•Persona que viaja sola', '•Estudio', '•Estancia de 1 noche', '•Enviado por móvil']"
ValenciaAbastos,Pablo,España,8.0,Escrito en 3 de julio de 2025,"El desayuno normalito en un bar cercano.No fué lo mejor del mundo..La ubicación está bastante bien. Hay una parada de autobus cerca de la puerta","la posibilidad de entrar antes de la hora,que no estaba disponible...","['•Viaje de ocio', '•Grupo', '•Apartamento de 2 dormitorios con terraza', '•Estancia de 1 noche']"
ValenciaAbastos,Alicia,España,7.0,Escrito en 27 de junio de 2025,Limpieza,"Ruidoso. El personal del apartamento recoge la ropa sucia a las 12 de la noche arrastrando  unos carros que hacen  un ruido espantoso. Nos despertaron todas las nochesEl colchon  no era muy comodo.","['•Viaje de ocio', '•Familia con niños pequeños', '•Estudio', '•Estancia de 4 noches', '•Enviado por móvil']"
ValenciaAbastos,Javier,España,9.0,Escrito en 23 de junio de 2025,"La estancia era agradable y limpia, amplia y cómoda.",El check in fue un poco complicado aunque nos ayudaron por teléfono.,"['•Viaje de ocio', '•Grupo', '•Apartamento de 2 dormitorios con balcón', '•Estancia de 3 noches', '•Enviado por móvil']"
ValenciaAbastos,Sebastian,Argentina,7.0,Escrito en 10 de junio de 2025,La ubicación,Solicite en dos oportunidades las toallas porque éramos 5 personas y solo dejaron para tres.,"['•Viaje de ocio', '•Pareja', '•Apartamento de 2 dormitorios con balcón', '•Estancia de 1 noche', '•Enviado por móvil']"
ValenciaAbastos,Maria,España,9.0,Escrito en 1 de junio de 2025,"El apartamento estaba muy bien y el sitio tambien. Limpio, cama cómoda.  Al final por una noche me parece caro pero en comparación de otros este era el que estaba mejor de todos.",No me parece bien no poder entrar hasta las 15h y q luego tengas q dejarlo a las 11h. Podias entrar antes pero eran 15€ más,"['•Pareja', '•Apartamento de 1 dormitorio con terraza', '•Estancia de 1 noche', '•Enviado por móvil']"
ValenciaAbastos,Nuria,España,9.0,Escrito en 22 de mayo de 2025,"El apartamento estaba muy limpio y bien ubicado, además te dejan un detalle y los productos de lavavajillas son individuales por alojamiento lo cual está muy bien. Además el personal es muy atento a cualquier problema que surja y responden rápido a las dudas.",Solo podría poner una pega y es que había un par de luces fundidas.,"['•Grupo de amigos', '•Apartamento de 2 dormitorios con balcón', '•Estancia de 1 noche', '•Enviado por móvil']"
ValenciaAbastos,Natividad,España,8.0,Escrito en 28 de abril de 2025,"La ubicación es muy buena, el barrio tranquilo y con comercios alrededor. El alojamiento está muy limpio y bien equipado. Las estancias son amplias y con mucha iluminación. Tuvieron el detalle de darnos un pack de bienvenida con patatas, cápsulas de café y agua.","Nos dejaron entrar a las 15.00h, sin embargo para salir fue a las 11.00h. Desde mi punto fueron exigentes en este punto, les dijimos de entrar sobre las 13.30 y nos dijeron que teníamos que pagar 15 euros más, lo que me pareció excesivo, teniendo en cuenta el precio que tenía el alojamiento. Las camas no eran muy cómodas. El kit de limpieza me pareció escaso, podrían incluir más pastillas del lavavajillas.","['•Viaje de ocio', '•Grupo', '•Apartamento de 2 dormitorios con terraza', '•Estancia de 2 noches', '•Enviado por móvil']"
ValenciaAbastos,Lucia,España,9.0,Escrito en 8 de abril de 2025,Sitio muy cerca del centro con todas las comodidades y todo el menaje necesario para una muy buena estancia,,"['•Viaje de ocio', '•Pareja', '•Estudio', '•Estancia de 2 noches', '•Enviado por móvil']"
ValenciaAbastos,Alicia,España,8.0,Escrito en 2 de abril de 2025,"Las habitaciones, todo nuevo","El sofá cama, éramos dos parejas y nos tocó dormir en un sofá cama muy incómodo","['•Viaje de ocio', '•Grupo', '•Apartamento de 2 dormitorios con balcón', '•Estancia de 1 noche', '•Enviado por móvil']"
ValenciaAbastos,Andrea,España,9.0,Escrito en 6 de marzo de 2025,"Cerca del centro de la ciudad, puedes caminar 15 min y estar en la plaza del Ayuntamiento.",,"['•Viaje de ocio', '•Pareja', '•Estudio', '•Estancia de 1 noche', '•Enviado por móvil']"
ValenciaAbastos,Aaron,España,7.0,Escrito en 1 de marzo de 2025,La zona,El colchón,"['•Viaje de ocio', '•Pareja', '•Estudio', '•Estancia de 1 noche', '•Enviado por móvil']"
PamplonaYamaguchi,Benja,España,10.0,Escrito en 9 de diciembre de 2025,Ubicacion muy tranquila y la calidad del apartamento,,"['•Viaje de ocio', '•Pareja', '•Estudio', '•Estancia de 5 noches', '•Enviado por móvil']"
PamplonaYamaguchi,Carmen,España,9.0,Escrito en 7 de diciembre de 2025,"La estética del apartamento, limpio",El sofá cama era incomodo ⁰,"['•Grupo de amigos', '•Apartamento de 2 dormitorios', '•Estancia de 1 noche', '•Enviado por móvil']"
PamplonaYamaguchi,Edurne,España,10.0,Escrito en 6 de diciembre de 2025,,"Una pequeña pega, el colchón, por lo demás todo de 10.","['•Viaje de ocio', '•Familia con niños pequeños', '•Apartamento de 1 dormitorio', '•Estancia de 1 noche', '•Enviado por móvil']"
PamplonaYamaguchi,Caxarel,España,8.0,Escrito en 3 de diciembre de 2025,estudio comodo con habitacion y cama comfort bien equipado,hacer todo el check in y check out yo mismo a una perdona mayor es imposible tambien 100%vertual si no lees bien como la hora de salida vence el codigo y te quedas fuera,"['•Pareja', '•Apartamento de 1 dormitorio', '•Estancia de 1 noche', '•Enviado por móvil']"
PamplonaYamaguchi,Yanet,España,9.0,Escrito en 27 de noviembre de 2025,La limpieza y la pulcritud,"Check in complicado
Falta más utensilios en la cocina","['•Viaje de ocio', '•Pareja', '•Estudio', '•Estancia de 1 noche', '•Enviado por móvil']"
PamplonaYamaguchi,Hernan,Panamá,10.0,Escrito en 23 de noviembre de 2025,Ubicación y comodidad,Nada,"['•Viaje de ocio', '•Persona que viaja sola', '•Estudio', '•Estancia de 8 noches', '•Enviado por móvil']"
PamplonaYamaguchi,Callupe,Perú,10.0,Escrito en 23 de noviembre de 2025,Equipamiento.,Faltaron algunos implementos de cocina como tazones para preparar ensaladas.,"['•Viaje de ocio', '•Pareja', '•Apartamento de 1 dormitorio', '•Estancia de 3 noches', '•Enviado por móvil']"
PamplonaYamaguchi,Adelina,España,10.0,Escrito en 12 de noviembre de 2025,"Un poco lejos del centro, apartamentl muy bien equipado y nuevo.",El sofa cama a mejorar muy incomodo para niño de 13 años.,"['•Viaje de ocio', '•Grupo de amigos', '•Apartamento de 1 dormitorio', '•Estancia de 4 noches', '•Enviado por móvil']"
PamplonaYamaguchi,Ivette,Estados Unidos,9.0,Escrito en 12 de noviembre de 2025,"Esta super bien ubicada, muy confortable y muy bonitas instalaciones","Que no dejaron suficiente papel del baño, 2 rollos a medias para una estancia de 5 dias, no tienen plancha y como concepto de apartamento o apartahotel podrían dejar lo mínimo para cocinar, sal, pimienta y aceite.","['•Viaje de ocio', '•Persona que viaja sola', '•Estudio', '•Estancia de 5 noches', '•Enviado por móvil']"
PamplonaYamaguchi,Mireia,España,8.0,Escrito en 8 de noviembre de 2025,Todo,Que sea todo con tecnología,"['•Viaje de ocio', '•Pareja', '•Estudio', '•Estancia de 1 noche', '•Enviado por móvil']"
PamplonaYamaguchi,L,España,9.0,Escrito en 5 de noviembre de 2025,Todo muy limpio,,"['•Viaje de ocio', '•Pareja', '•Estudio', '•Estancia de 7 noches', '•Enviado por móvil']"
PamplonaYamaguchi,Luis,España,9.0,Escrito en 3 de noviembre de 2025,"El alojamiento en sí y la ubicación, fenomenales","Las plazas de parking son estrechas, si tu coche es grandes, sufres; pero es verdad que es un problema muy común hoy en día vayas donde vayas al fabricarse hoy en día coches más grandes que antes","['•Viaje de ocio', '•Pareja', '•Apartamento de 1 dormitorio', '•Estancia de 2 noches', '•Enviado por móvil']"
PamplonaYamaguchi,Gimena,Argentina,10.0,Escrito en 26 de octubre de 2025,"Todo es muy lindo, desde la entrada, no hay recepción. El departamento es muy amplio y comodo, te viene un kit de bienvenida, el lavarropas tiene secadora incluida. Todo muy cómodo y funcionando perfectamente.",,"['•Viaje de ocio', '•Grupo de amigos', '•Apartamento de 1 dormitorio', '•Estancia de 1 noche', '•Enviado por móvil']"
PamplonaYamaguchi,Maria,España,10.0,Escrito en 22 de octubre de 2025,"Perfecto, solo nos alojamos una noche porque fuimos a la clínica universitaria. El apartamento se encuentra a 10 minutos andando.",,"['•Pareja', '•Estudio', '•Estancia de 1 noche', '•Enviado por móvil']"
PamplonaYamaguchi,Ana,España,9.0,Escrito en 19 de octubre de 2025,Comodidad y limpio,Faltaban detergente y trapos de cocina,"['•Grupo de amigos', '•Apartamento de 2 dormitorios', '•Estancia de 1 noche', '•Enviado por móvil']"
PamplonaYamaguchi,Ricardo,España,8.0,Escrito en 12 de octubre de 2025,"Situación , limpieza , amabilidad del personal",Solamente que Se oía ruido por la noche de la calle : coches y gente hablando . Te despertaba . No buena insonorización,"['•Viaje de ocio', '•Familia con niños pequeños', '•Apartamento de 2 dormitorios', '•Estancia de 1 noche', '•Enviado por móvil']"
PamplonaYamaguchi,Sofía,Países Bajos,10.0,Escrito en 5 de octubre de 2025,"Súper recomendable! Nos encantó, muy cómodo y bien ubicado",,"['•Viaje de ocio', '•Pareja', '•Estudio', '•Estancia de 2 noches', '•Enviado por móvil']"
PamplonaYamaguchi,Jannett,España,10.0,Escrito en 2 de octubre de 2025,"Todo perfecto y  la habitación es maravillosa para ir a pasar unos días, además desde recepción necesite su ayuda en una ocasión y fue todo perfecto, repetiría sin duda",Todo perfecto,"['•Viaje de ocio', '•Pareja', '•Estudio', '•Estancia de 3 noches', '•Enviado por móvil']"
PamplonaYamaguchi,Alejandro,España,8.0,Escrito en 28 de septiembre de 2025,La distribución del apartamento,Parking caro y las zonas cercanas para aparcar son de pago,"['•Viaje de ocio', '•Pareja', '•Apartamento de 1 dormitorio', '•Estancia de 1 noche']"
PamplonaYamaguchi,Antonio,España,10.0,Escrito en 24 de septiembre de 2025,"La ubicación está genial, las instalaciones y la limpieza, en fin todo fue muy bueno",,"['•Viaje de ocio', '•Pareja', '•Estudio', '•Estancia de 1 noche', '•Enviado por móvil']"
PamplonaYamaguchi,Maider,Reino Unido,9.0,Escrito en 21 de septiembre de 2025,"Estaba todo muy limpio y muy nuevo, el pack de bienvenida y el kit de limpieza se agradece","No le pongo el diez porque se les olvidó poner almohadas para el sofa cama, pero nos apañamos como pudimos","['•Viaje de ocio', '•Grupo', '•Apartamento con terraza', '•Estancia de 1 noche', '•Enviado por móvil']"
PamplonaYamaguchi,Irene,España,8.0,Escrito en 21 de septiembre de 2025,"La limpieza, la disposición y la calidad precio.","El sofá cama era un poco incómodo.
Éramos cuatro y había dos cápsulas de café.
La web no especificaban que funcionaba con cápsulas.","['•Viaje de ocio', '•Grupo', '•Apartamento de 1 dormitorio', '•Estancia de 1 noche', '•Enviado por móvil']"
PamplonaYamaguchi,Emilio,España,9.0,Escrito en 20 de septiembre de 2025,Limpieza y pequeños detalles,Comodidad del sofá cama,"['•Viaje de ocio', '•Grupo', '•Apartamento de 1 dormitorio', '•Estancia de 1 noche', '•Enviado por móvil']"
PamplonaYamaguchi,Karla,España,9.0,Escrito en 18 de septiembre de 2025,"Intenté cambiar las fechas a través de booking y me decían que hiciera la petición directamente al alojamiento y del alojamiento me decían que tenía que ser desde booking, así que bastante decepcionada con esto.
Me gustó si ubicación y lo bien equipado que estaba además acceder es muy fácil.",,"['•Viaje de ocio', '•Pareja', '•Estudio', '•Estancia de 1 noche', '•Enviado por móvil']"
ValenciaJardinBotanico,Alejandro,España,8.0,Escrito en 9 de diciembre de 2025,"El personal muy amable, se bloqueó la puerta por un descuido y llamamos por teléfono y lo solucionaron al momento.","La tapa del baño no se mantenía arriba, necesitaba un ajuste. Pero todo estaba perfecto.","['•Viaje de ocio', '•Pareja', '•Estudio Familiar', '•Estancia de 1 noche', '•Enviado por móvil']"
ValenciaJardinBotanico,Jose,España,10.0,Escrito en 5 de diciembre de 2025,La ubicación.,,"['•Familia con niños pequeños', '•Apartamento de 2 dormitorios', '•Estancia de 3 noches', '•Enviado por móvil']"
ValenciaJardinBotanico,Ana,España,8.0,Escrito en 3 de diciembre de 2025,La amplitud y la buena comunicación con los sitios a los que teníamos que ir.,,"['•Viaje de ocio', '•Grupo de amigos', '•Apartamento de 2 dormitorios', '•Estancia de 2 noches', '•Enviado por móvil']"
ValenciaJardinBotanico,Jairo,España,8.0,Escrito en 28 de noviembre de 2025,Era bastante amplio,El no tener una recepción personal,"['•Viaje de ocio', '•Familia con niños pequeños', '•Apartamento de 2 dormitorios', '•Estancia de 1 noche', '•Enviado por móvil']"
ValenciaJardinBotanico,Silvia,España,8.0,Escrito en 12 de noviembre de 2025,La ubicación y la facilidad para acceder,Ruidoso por ser planta baja con ventana a la calle,"['•Viaje de ocio', '•Familia con niños pequeños', '•Estudio Familiar', '•Estancia de 2 noches', '•Enviado por móvil']"
ValenciaJardinBotanico,Isabel,España,10.0,Escrito en 29 de octubre de 2025,"Genial el piso, super espacioso. Tienes varias tiendas al lado, paradas de autobuses y la catedral a unos 15 minutos andando.",,"['•Viaje de ocio', '•Familia con niños pequeños', '•Apartamento de 2 dormitorios', '•Estancia de 2 noches', '•Enviado por móvil']"
ValenciaJardinBotanico,Sylvia,Chile,9.0,Escrito en 29 de septiembre de 2025,"La limpieza 
Es muy confortable",Un poco lejos del centro,"['•Viaje de ocio', '•Familia con niños pequeños', '•Apartamento de 2 dormitorios', '•Estancia de 2 noches', '•Enviado por móvil']"
ValenciaJardinBotanico,Claudia,España,10.0,Escrito en 28 de septiembre de 2025,Regalo de. Bienvenida y detalles para la mascota plato bocaditos cama,,"['•Viaje de ocio', '•Familia con niños pequeños', '•Estudio con terraza', '•Estancia de 2 noches', '•Enviado por móvil']"
ValenciaJardinBotanico,Jesús,España,7.0,Escrito en 22 de septiembre de 2025,,"En un apartamento para 6 personas hay, en el salón, una mesa con 4 sillas y un sofá de 2 plazas (o 3 muy apretados). El inmueble, escalera, está deteriorado.Mucho jaleo nocturno en los apartamentos contiguos.","['•Viaje de ocio', '•Grupo', '•Apartamento de 3 dormitorios con terraza', '•Estancia de 2 noches']"
ValenciaJardinBotanico,Miguel,España,8.0,Escrito en 12 de septiembre de 2025,Cómodo y super limpio todo! Céntrico !!Muy recomendable!,,"['•Viaje de ocio', '•Grupo de amigos', '•Estudio Familiar', '•Estancia de 1 noche', '•Enviado por móvil']"
ValenciaJardinBotanico,Aida,España,8.0,Escrito en 7 de septiembre de 2025,La ubicación,"Que había hormigas el segundo día en la terraza y después entraron en el apartamento,tuve que comprar spray para que se acabasen","['•Viaje de ocio', '•Persona que viaja sola', '•Estudio con terraza', '•Estancia de 6 noches', '•Enviado por móvil']"
ValenciaJardinBotanico,Manuel,España,9.0,Escrito en 29 de agosto de 2025,"Si me gusta y cómodo, lo recomiendo 100%",,"['•Viaje de ocio', '•Pareja', '•Estudio Familiar', '•Estancia de 2 noches', '•Enviado por móvil']"
ValenciaJardinBotanico,Elena,España,7.0,Escrito en 6 de agosto de 2025,Las instalaciones y la limpieza,Me pareció abusivo pagar 20 euros por mi mascota. Dicen que te dan una cama y los comederos y unas chuches y no le habían dejado nada. Se lo pedimos y solo nos dieron un comedero y la cama.cuebtas con lo que pone en la página y al final no cumplen con ello. Si no lo tienen disponible al menos que te lo digan para llevarlo tú de tu casa,"['•Viaje de ocio', '•Familia con niños pequeños', '•Apartamento de 2 dormitorios', '•Estancia de 1 noche', '•Enviado por móvil']"
ValenciaJardinBotanico,Leonardo,España,10.0,Escrito en 5 de agosto de 2025,"Todo excelente, volvería sin pensarlo.",Muy bien todo.,"['•Viaje de ocio', '•Familia con niños pequeños', '•Apartamento de 2 dormitorios', '•Estancia de 1 noche', '•Enviado por móvil']"
ValenciaJardinBotanico,Nadia,Uruguay,9.0,Escrito en 1 de agosto de 2025,"Estaba muy limpio. Nos resultó cómodo en cuanto a su ubicación (con un super enfrente) y el apartamento está muy lindo. Los baños están muy bien, las sábanas y toallas impecables.","El sillón cama es más bien para niños, muy fino el colchón.","['•Viaje de ocio', '•Familia con niños pequeños', '•Apartamento de 2 dormitorios', '•Estancia de 3 noches', '•Enviado por móvil']"
ValenciaJardinBotanico,Samuel,España,10.0,Escrito en 29 de junio de 2025,"Ubicación perfecta. A un paso del centro y con todos los servicios al lado. 
Todo muy limpio y muy práctico. El apartamento tiene todo lo necesario para estar como en casa.
Fantástica la atención de Libere. Nos facilitaron un aparcamiento y el early check-in a un precio razonable y de manera muy sencilla.",Una pena que no haya parking más cercano,"['•Viaje de ocio', '•Familia con niños pequeños', '•Estudio Familiar', '•Estancia de 1 noche', '•Enviado por móvil']"
ValenciaJardinBotanico,Veroll,España,10.0,Escrito en 10 de junio de 2025,"Excelente apartamento moderno recién remodelado muy buena ubicación puedes ir caminado al. Centro de valencia
Nos esperaron con cápsulas de café y zumos  
Todo perfecto",El baño habitación principal  al no tener mampara se sale el agua,"['•Viaje de ocio', '•Familia con niños pequeños', '•Apartamento de 2 dormitorios', '•Estancia de 2 noches', '•Enviado por móvil']"
ValenciaJardinBotanico,Oscar,Ecuador,7.0,Escrito en 30 de mayo de 2025,Bien ubicado y cómodo para estancia corta,,"['•Viaje de ocio', '•Grupo', '•Apartamento de 2 dormitorios', '•Estancia de 1 noche', '•Enviado por móvil']"
ValenciaJardinBotanico,Fatima,Portugal,10.0,Escrito en 11 de mayo de 2025,comodo,,"['•Viaje de negocios', '•Persona que viaja sola', '•Estudio con terraza', '•Estancia de 1 noche', '•Enviado por móvil']"
ValenciaJardinBotanico,Mari,España,9.0,Escrito en 16 de abril de 2025,"Todo estaba muy bien, pequeño pero con todo lo necesario. Moderno, bonito,muy limpio, olía muy bien. Una zona tranquila, a unos 10-12 minutos del centro caminando.","Era una planta baja y se escuchan los ruidos de la calle. Y un aparato que había encima de la puerta de entrada, (como un router) cada x tiempo destellaba una luz verde, que a mí para dormir me molestaba.","['•Viaje de ocio', '•Familia con niños pequeños', '•Estudio Familiar', '•Estancia de 1 noche', '•Enviado por móvil']"
ValenciaJardinBotanico,Lourdes,España,7.0,Escrito en 6 de abril de 2025,"Muy bien situado , limpio, acogedor, en general todo fue genial a no ser por el inconveniente de los vecinos de arriba","Los vecino muy ruidosos y escandalosos , estuvimos en el 201 , y justo los de arriba empezaron a chillar y berrear a altas horas d ela madrugada, incluso movieron muebles , parecía que rompían cosas . Muy escandalosos. Descansamos poco","['•Viaje de ocio', '•Grupo', '•Apartamento de 2 dormitorios', '•Estancia de 1 noche', '•Enviado por móvil']"
ValenciaJardinBotanico,Esperanza,España,7.0,Escrito en 3 de abril de 2025,"El apartamento estaba muy bien, pero el colchón no era nada cómodo. Por todo lo demás bien.",,"['•Familia con niños pequeños', '•Estudio Familiar', '•Estancia de 1 noche', '•Enviado por móvil']"
ValenciaJardinBotanico,Andres,España,10.0,Escrito en 30 de marzo de 2025,Pequeño y práctico,,"['•Viaje de negocios', '•Persona que viaja sola', '•Estudio con terraza', '•Estancia de 1 noche', '•Enviado por móvil']"
ValenciaJardinBotanico,Emilio,Italia,10.0,Escrito en 13 de marzo de 2025,"Nuestra estancia fue fantástica. La casa es muy grande, con espacios amplios y cómodos. La cocina está completamente equipada con todos los utensilios necesarios, y al llegar nos recibieron con un pack lleno de artículos esenciales. Los baños cuentan con champú y cremas de excelente calidad. Además, todo el edificio tiene un aroma increíble, y los ascensores funcionan de manera impecable. Sin duda, una experiencia altamente recomendable.",,"['•Viaje de ocio', '•Grupo', '•Apartamento de 2 dormitorios', '•Estancia de 2 noches']"
MadridPalacioReal,Naiara,España,9.0,Escrito en 9 de diciembre de 2025,"La ubicacion lo mejor y el acceso a lugares para visitar pudiendo hacerlo a pie o en metro,cerca hay muchas estaciones","Lo unico que destacaria fue que al ser un espacio tan diafano,sin separaciòn ninguna si alguno se despierta por la noche y enciende una luz iluminas toda la estancia,nosotros viajamos con nuestras hijas que dormian abajo,pero daba igual la luz del baño de arriba o las mesillas daban luz a todo el apartamento y para nosotros ha resultado un poco molesto junto con el ruido de la calle por la noche,que aun estando en 2 planta se oia mucho,aun asi estuvimos bien,el apartamento muy limpio y espacioso,todo hay que decirlo h la chica que atendia el buffet del desayuno un 10","['•Viaje de ocio', '•Familia con niños pequeños', '•Estudio Deluxe', '•Estancia de 3 noches', '•Enviado por móvil']"
MadridPalacioReal,Marcos,España,8.0,Escrito en 8 de diciembre de 2025,La ubicación,Precio elevado,"['•Viaje de ocio', '•Familia con niños pequeños', '•Estudio Deluxe', '•Estancia de 3 noches', '•Enviado por móvil']"
